=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.10.07 14:16:57 =~=~=~=~=~=~=~=~=~=~=~=
693, -0.55, 7.57, -10.01, -0.09, 0.04, 0.99
.138627, -0.67, 7.26, -10.86, -0.09, 0.04, 0.98
.26, -10.31, -0.09, 0.04, 0.98
138615, -0.73, 7.02, -10.62, -0.09, 0.04, 0.98
138627, -0.67, 7.26, -10.86, -0.09, 0.04, 0.98
time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
14, -0.06, 9.95, -13.73, -0.09, 0.04, 0.99
18, -1.59, 41.69, -51.51, -0.09, 0.04, 0.99
28, -0.98, 22.83, -31.98, -0.09, 0.04, 0.99
39, -0.61, 7.26, -10.68, -0.09, 0.04, 0.98
51, -0.67, 6.96, -10.38, -0.09, 0.04, 0.98
62, -0.61, 7.14, -10.07, -0.09, 0.04, 0.98
72, -0.67, 7.32, -10.25, -0.09, 0.04, 0.99
83, -0.49, 7.26, -10.50, -0.09, 0.04, 0.99
95, -0.24, 7.26, -10.25, -0.09, 0.04, 0.99
106, -0.24, 6.84, -10.44, -0.09, 0.04, 0.99
116, -0.67, 7.32, -10.44, -0.09, 0.04, 0.99
128, -0.92, 7.14, -10.44, -0.09, 0.04, 0.99
139, -0.85, 7.02, -10.44, -0.09, 0.04, 0.99
149, -0.73, 6.96, -10.44, -0.09, 0.04, 0.99
160, -0.61, 7.02, -10.56, -0.10, 0.04, 0.98
172, -0.24, 6.84, -10.56, -0.09, 0.04, 0.99
183, -0.43, 7.20, -10.31, -0.09, 0.04, 0.99
193, -0.49, 7.32, -10.25, -0.08, 0.04, 0.99
204, -0.73, 7.08, -10.19, -0.08, 0.04, 0.99
216, -0.49, 6.96, -10.31, -0.10, 0.04, 0.98
227, -0.55, 7.32, -10.38, -0.10, 0.04, 0.98
237, -0.73, 7.08, -10.31, -0.09, 0.04, 1.00
248, -0.61, 7.20, -9.95, -0.09, 0.04, 1.00
260, -0.55, 7.26, -10.31, -0.09, 0.04, 0.99
271, -0.55, 7.20, -10.13, -0.09, 0.04, 0.99
281, -0.55, 7.32, -10.38, -0.09, 0.04, 0.99
292, -0.61, 7.26, -10.19, -0.09, 0.04, 0.99
304, -0.73, 7.63, -10.31, -0.09, 0.04, 0.99
314, -0.92, 7.32, -10.19, -0.09, 0.04, 0.99
325, -0.79, 7.57, -10.19, -0.09, 0.04, 0.99
336, -0.31, 7.26, -10.25, -0.09, 0.04, 0.99
348, -0.55, 7.02, -10.38, -0.09, 0.04, 0.99
358, -0.55, 6.96, -10.13, -0.09, 0.04, 0.99
369, -0.67, 7.32, -10.13, -0.09, 0.04, 0.99
380, -0.67, 7.32, -9.95, -0.09, 0.04, 0.99
392, -0.79, 6.84, -10.19, -0.09, 0.04, 0.98
402, -0.49, 6.96, -9.95, -0.09, 0.04, 0.98
413, -0.49, 7.20, -10.19, -0.10, 0.04, 0.99
424, -0.49, 7.20, -10.31, -0.10, 0.04, 0.99
436, -0.43, 7.14, -10.56, -0.10, 0.04, 0.98
446, -0.31, 7.14, -10.38, -0.10, 0.04, 0.98
457, -0.31, 7.02, -10.44, -0.09, 0.04, 0.99
468, -0.49, 7.02, -10.31, -0.09, 0.04, 0.99
480, -0.37, 6.90, -10.31, -0.09, 0.04, 1.00
490, -0.67, 7.39, -10.38, -0.09, 0.04, 1.00
501, -0.61, 7.08, -10.25, -0.09, 0.04, 1.00
513, -0.37, 7.20, -10.07, -0.09, 0.04, 0.98
523, -0.49, 7.08, -9.95, -0.10, 0.04, 0.98
534, -0.73, 7.14, -10.13, -0.09, 0.04, 0.99
545, -0.73, 7.08, -10.31, -0.09, 0.04, 0.99
557, -0.49, 6.71, -10.01, -0.09, 0.04, 0.99
567, -0.79, 7.45, -10.13, -0.09, 0.04, 0.99
578, -0.85, 7.32, -10.07, -0.09, 0.04, 0.99
589, -0.73, 7.26, -10.31, -0.09, 0.04, 0.99
601, -0.79, 7.14, -10.25, -0.09, 0.04, 0.98
611, -0.43, 6.84, -10.19, -0.09, 0.04, 0.98
622, -0.49, 7.02, -10.31, -0.10, 0.04, 0.99
633, -0.31, 7.08, -10.38, -0.10, 0.04, 0.99
645, -0.61, 7.08, -10.74, -0.10, 0.04, 0.99
655, -0.73, 7.20, -10.56, -0.09, 0.03, 0.98
666, -0.31, 7.57, -10.74, -0.09, 0.03, 0.98
677, -0.85, 7.08, -10.38, -0.09, 0.04, 0.99
688, -0.92, 7.02, -10.38, -0.09, 0.04, 0.99
699, -0.24, 6.77, -10.56, -0.09, 0.04, 0.99
710, -0.37, 7.32, -10.56, -0.09, 0.04, 0.99
721, -0.67, 7.20, -10.38, -0.10, 0.04, 0.99
732, -0.43, 7.14, -10.25, -0.10, 0.04, 0.99
743, -0.37, 6.65, -10.07, -0.09, 0.04, 0.99
754, -0.67, 6.77, -10.31, -0.09, 0.04, 0.99
765, -0.67, 6.84, -10.13, -0.09, 0.04, 0.99
776, -0.18, 7.02, -10.01, -0.09, 0.04, 0.99
787, -0.37, 6.90, -10.01, -0.09, 0.04, 0.99
798, -0.92, 6.96, -10.13, -0.10, 0.04, 0.99
809, -0.37, 6.96, -10.19, -0.10, 0.04, 0.99
820, -0.85, 6.96, -10.19, -0.09, 0.04, 0.99
831, -0.49, 6.65, -10.19, -0.09, 0.04, 0.99
842, -0.55, 7.02, -10.38, -0.09, 0.04, 0.99
852, -0.55, 7.20, -10.19, -0.09, 0.04, 0.99
864, -0.61, 7.39, -10.13, -0.09, 0.04, 0.99
875, -0.79, 7.45, -10.31, -0.09, 0.04, 0.99
886, -0.18, 7.26, -10.13, -0.09, 0.04, 0.99
897, -0.61, 7.08, -10.07, -0.09, 0.04, 0.99
908, -0.37, 6.96, -10.31, -0.09, 0.04, 0.99
919, -0.73, 7.39, -10.13, -0.10, 0.04, 0.98
930, -0.92, 7.02, -10.38, -0.10, 0.04, 0.98
941, -0.92, 6.84, -10.31, -0.09, 0.04, 0.99
952, -0.55, 6.77, -10.38, -0.09, 0.04, 0.99
963, -0.55, 6.84, -10.19, -0.09, 0.04, 0.99
974, -0.55, 6.90, -10.31, -0.09, 0.04, 0.98
985, -0.98, 7.39, -10.38, -0.09, 0.04, 0.98
996, -0.55, 7.26, -10.44, -0.08, 0.03, 0.99
1007, -0.24, 7.32, -10.25, -0.08, 0.03, 0.99
1017, -0.73, 6.77, -10.38, -0.09, 0.03, 0.98
1029, -0.61, 6.90, -10.38, -0.09, 0.03, 0.98
1040, -0.79, 7.45, -10.56, -0.09, 0.04, 0.99
1051, -0.49, 6.96, -10.38, -0.09, 0.04, 0.99
1061, -0.18, 7.08, -10.44, -0.09, 0.04, 0.99
1073, -0.43, 7.02, -10.07, -0.09, 0.04, 0.99
1084, -0.43, 6.90, -10.07, -0.09, 0.04, 0.99
1095, -0.55, 7.14, -10.44, -0.09, 0.04, 0.98
1105, -0.67, 6.77, -10.62, -0.09, 0.04, 0.98
1117, -0.73, 7.32, -10.13, -0.10, 0.04, 0.99
1128, -0.79, 7.26, -10.19, -0.10, 0.04, 0.99
1139, -0.61, 6.96, -10.31, -0.08, 0.04, 1.00
1149, -0.49, 7.32, -10.19, -0.08, 0.04, 1.00
1161, -0.12, 6.71, -10.13, -0.09, 0.04, 0.99
1172, -0.12, 6.84, -10.38, -0.09, 0.04, 0.99
1183, -0.55, 7.26, -10.44, -0.10, 0.04, 0.99
1193, -0.49, 7.26, -10.31, -0.10, 0.04, 0.99
1205, -0.37, 6.77, -10.19, -0.09, 0.04, 0.99
1216, -0.67, 7.20, -10.31, -0.09, 0.04, 0.99
1226, -0.49, 7.26, -10.31, -0.09, 0.04, 0.99
1238, -0.43, 7.08, -10.25, -0.09, 0.03, 0.98
1249, -0.18, 7.63, -10.13, -0.09, 0.03, 0.98
1260, -0.49, 7.14, -10.13, -0.09, 0.04, 0.99
1270, -0.37, 6.77, -10.19, -0.09, 0.04, 0.99
1282, -0.31, 7.39, -10.50, -0.09, 0.04, 0.99
1293, -0.55, 7.63, -10.50, -0.09, 0.04, 0.99
1304, -0.18, 7.51, -10.01, -0.09, 0.04, 0.99
1314, -0.55, 7.26, -10.19, -0.09, 0.04, 0.99
1326, -0.43, 6.90, -10.13, -0.09, 0.04, 0.99
1337, -0.37, 6.96, -10.25, -0.09, 0.04, 0.99
1348, -0.73, 7.20, -10.38, -0.09, 0.04, 0.99
1358, -0.61, 7.45, -10.25, -0.09, 0.04, 0.99
1370, -0.73, 7.14, -10.25, -0.09, 0.04, 0.99
1381, -0.55, 7.02, -10.38, -0.09, 0.04, 0.99
1391, -0.24, 6.84, -10.50, -0.09, 0.04, 0.99
1402, -0.61, 7.32, -10.50, -0.08, 0.04, 1.00
1414, -0.31, 7.20, -10.31, -0.08, 0.04, 1.00
1425, -0.43, 6.96, -10.19, -0.09, 0.04, 0.99
1435, -0.55, 7.08, -10.19, -0.09, 0.04, 0.99
1446, -0.73, 7.20, -10.50, -0.09, 0.04, 0.99
1458, -0.55, 7.02, -10.19, -0.09, 0.04, 0.99
1469, -0.43, 6.71, -10.74, -0.09, 0.04, 0.99
1479, -0.43, 6.96, -10.56, -0.09, 0.04, 0.99
1490, -0.49, 7.14, -10.31, -0.09, 0.04, 0.99
1502, -0.31, 6.90, -10.31, -0.09, 0.04, 0.99
1513, -0.37, 6.84, -10.31, -0.09, 0.04, 0.99
1523, -0.43, 6.84, -10.25, -0.10, 0.04, 0.98
1534, -0.43, 6.71, -10.19, -0.10, 0.04, 0.98
1546, 0.06, 7.32, -10.38, -0.09, 0.04, 0.99
1556, -0.49, 7.63, -10.19, -0.09, 0.04, 0.99
1567, -0.12, 6.84, -10.07, -0.09, 0.04, 0.99
1579, -0.24, 6.59, -10.13, -0.10, 0.04, 0.99
1590, -0.55, 7.39, -10.25, -0.10, 0.04, 0.99
1600, -0.79, 7.02, -10.44, -0.08, 0.04, 1.00
1611, -0.49, 7.14, -10.25, -0.08, 0.04, 1.00
1623, -0.43, 7.26, -10.38, -0.09, 0.04, 0.99
1634, -0.67, 7.69, -10.31, -0.09, 0.04, 0.99
1644, -0.85, 7.20, -10.31, -0.09, 0.04, 0.99
1655, -0.73, 7.08, -10.25, -0.09, 0.04, 0.99
1667, -0.73, 7.39, -10.19, -0.08, 0.04, 1.01
1678, -0.55, 7.32, -10.25, -0.10, 0.04, 0.99
1688, -0.73, 6.84, -10.56, -0.10, 0.04, 0.99
1699, -0.49, 6.90, -10.13, -0.10, 0.04, 0.98
1711, -0.49, 7.32, -10.31, -0.10, 0.04, 0.98
1721, -0.98, 7.63, -10.50, -0.09, 0.04, 1.00
1732, -0.85, 7.20, -10.38, -0.09, 0.04, 1.00
1743, -0.55, 7.14, -10.38, -0.10, 0.05, 0.99
1755, -0.31, 7.14, -10.38, -0.10, 0.05, 0.99
1765, -0.55, 7.14, -10.01, -0.09, 0.04, 0.99
1776, -0.73, 7.32, -10.25, -0.09, 0.04, 0.99
1787, -0.49, 7.08, -10.25, -0.09, 0.04, 0.99
1799, -0.61, 7.45, -10.38, -0.09, 0.04, 0.98
1809, -0.06, 7.14, -10.44, -0.09, 0.04, 0.98
1820, -0.12, 6.90, -10.56, -0.09, 0.04, 0.98
1831, -0.61, 7.32, -10.44, -0.09, 0.04, 0.98
1843, -0.55, 7.14, -10.38, -0.10, 0.04, 0.99
1853, -0.49, 7.20, -10.07, -0.10, 0.04, 0.99
1864, -0.31, 7.20, -10.38, -0.08, 0.03, 0.99
1875, -0.55, 7.26, -10.25, -0.08, 0.03, 0.99
1887, -0.61, 7.02, -10.44, -0.10, 0.04, 0.98
1897, -0.67, 7.14, -10.68, -0.10, 0.04, 0.98
1908, -0.61, 7.45, -10.19, -0.10, 0.04, 0.98
1920, -0.61, 6.71, -10.19, -0.10, 0.05, 1.00
1930, -1.10, 6.96, -10.07, -0.10, 0.05, 1.00
1941, -0.61, 6.77, -10.31, -0.09, 0.03, 0.98
1952, -0.61, 7.26, -10.01, -0.09, 0.03, 0.98
1964, -0.55, 7.20, -10.19, -0.09, 0.04, 1.00
1974, -0.61, 7.02, -10.13, -0.09, 0.04, 1.00
1985, -0.73, 7.14, -10.25, -0.10, 0.04, 0.97
1996, -0.24, 7.20, -10.25, -0.10, 0.04, 0.97
2008, -0.61, 7.02, -10.19, -0.10, 0.04, 0.98
2018, -0.43, 7.14, -10.25, -0.10, 0.04, 0.99
2029, -0.61, 7.32, -10.44, -0.09, 0.04, 0.99
2040, -0.92, 7.45, -10.25, -0.10, 0.04, 0.99
2052, -0.67, 7.26, -10.19, -0.10, 0.04, 0.99
2062, -0.43, 7.26, -10.38, -0.08, 0.04, 1.00
2073, -0.37, 6.90, -10.31, -0.08, 0.04, 1.00
2084, -0.37, 6.90, -10.31, -0.10, 0.04, 0.99
2095, -0.37, 7.08, -10.44, -0.10, 0.04, 0.99
2106, -0.67, 6.71, -10.13, -0.09, 0.04, 0.99
2117, -0.18, 6.84, -10.07, -0.09, 0.04, 0.99
2128, -0.12, 7.26, -10.25, -0.09, 0.04, 0.99
2139, -0.43, 7.14, -10.38, -0.09, 0.04, 0.99
2150, -0.98, 7.26, -10.38, -0.09, 0.04, 0.99
2161, -0.92, 7.26, -10.13, -0.09, 0.04, 0.99
2172, -0.43, 6.59, -10.50, -0.09, 0.04, 0.99
2183, -0.12, 6.71, -10.44, -0.10, 0.04, 0.98
2194, -0.49, 7.02, -10.25, -0.10, 0.04, 0.98
2205, -0.61, 7.20, -10.25, -0.10, 0.04, 0.99
2216, -0.67, 7.26, -10.19, -0.10, 0.04, 0.99
2227, -0.43, 7.02, -10.44, -0.09, 0.04, 0.99
2238, -0.85, 7.08, -10.38, -0.09, 0.04, 0.99
2249, -0.67, 7.20, -10.31, -0.09, 0.04, 0.99
2259, -0.31, 6.71, -10.38, -0.09, 0.04, 0.99
2271, -0.24, 6.71, -10.31, -0.09, 0.04, 0.99
2282, -0.24, 7.02, -10.13, -0.09, 0.04, 0.99
2293, -0.37, 6.90, -10.25, -0.09, 0.04, 0.99
2304, -0.85, 6.71, -10.31, -0.09, 0.04, 1.01
2315, -0.55, 6.77, -10.31, -0.09, 0.04, 1.01
2326, -0.06, 6.96, -10.56, -0.10, 0.04, 0.99
2337, -0.73, 7.08, -10.38, -0.10, 0.04, 0.99
2348, -0.67, 6.84, -10.19, -0.09, 0.04, 1.00
2359, -0.37, 6.71, -10.31, -0.09, 0.04, 1.00
2370, -0.24, 7.45, -10.44, -0.09, 0.04, 0.99
2381, -0.49, 7.14, -10.50, -0.09, 0.04, 0.99
2392, -0.37, 7.02, -10.38, -0.09, 0.04, 0.99
2403, -0.37, 6.96, -10.13, -0.10, 0.03, 0.96
2414, -0.49, 6.77, -10.38, -0.10, 0.03, 0.96
